order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD00000030,CUST000299,delivered,2017-01-03 12:25:00,2017-01-05 06:25:00,2017-01-08 06:25:00,2017-01-11 06:25:00,2017-01-30 12:25:00
ORD00000031,CUST002909,delivered,2017-01-03 12:29:00,2017-01-05 11:29:00,2017-01-10 11:29:00,2017-01-24 11:29:00,2017-02-12 12:29:00
ORD00000032,CUST004138,delivered,2017-01-03 12:34:00,2017-01-03 14:34:00,2017-01-09 14:34:00,2017-01-13 14:34:00,2017-01-25 12:34:00
ORD00000033,CUST000771,delivered,2017-01-03 13:03:00,2017-01-04 21:03:00,2017-01-10 21:03:00,2017-01-20 21:03:00,2017-01-21 13:03:00
ORD00000034,CUST002540,delivered,2017-01-03 13:53:00,2017-01-05 02:53:00,2017-01-11 02:53:00,2017-01-17 02:53:00,2017-01-19 13:53:00
ORD00000035,CUST001463,delivered,2017-01-03 14:39:00,2017-01-04 09:39:00,2017-01-10 09:39:00,2017-01-17 09:39:00,2017-02-12 14:39:00
ORD00000036,CUST003855,delivered,2017-01-03 20:13:00,2017-01-04 20:13:00,2017-01-09 20:13:00,2017-01-23 20:13:00,2017-01-31 20:13:00
ORD00000037,CUST003119,delivered,2017-01-03 21:16:00,2017-01-05 07:16:00,2017-01-08 07:16:00,2017-01-09 07:16:00,2017-02-10 21:16:00
ORD00000038,CUST002133,delivered,2017-01-03 21:27:00,2017-01-04 15:27:00,2017-01-07 15:27:00,2017-01-08 15:27:00,2017-02-02 21:27:00
ORD00000039,CUST001710,delivered,2017-01-04 05:36:00,2017-01-05 03:36:00,2017-01-12 03:36:00,2017-01-26 03:36:00,2017-01-27 05:36:00
ORD00000040,CUST000991,delivered,2017-01-04 09:17:00,2017-01-06 07:17:00,2017-01-11 07:17:00,2017-01-19 07:17:00,2017-01-29 09:17:00
ORD00000041,CUST000711,delivered,2017-01-04 09:54:00,2017-01-05 07:54:00,2017-01-08 07:54:00,2017-01-10 07:54:00,2017-01-18 09:54:00
ORD00000042,CUST004305,unavailable,2017-01-04 10:01:00,,,,2017-02-09 10:01:00
ORD00000043,CUST000039,delivered,2017-01-04 10:22:00,2017-01-06 08:22:00,2017-01-12 08:22:00,2017-01-21 08:22:00,2017-02-11 10:22:00
ORD00000044,CUST001276,delivered,2017-01-04 14:53:00,2017-01-05 02:53:00,2017-01-12 02:53:00,2017-01-30 02:53:00,2017-01-27 14:53:00
ORD00000045,CUST004858,delivered,2017-01-04 15:08:00,2017-01-04 20:08:00,2017-01-08 20:08:00,2017-01-26 20:08:00,2017-02-01 15:08:00
ORD00000046,CUST001437,delivered,2017-01-04 16:25:00,2017-01-05 03:25:00,2017-01-08 03:25:00,2017-01-23 03:25:00,2017-01-17 16:25:00
ORD00000047,CUST002994,delivered,2017-01-04 17:53:00,2017-01-05 13:53:00,2017-01-06 13:53:00,2017-01-11 13:53:00,2017-01-24 17:53:00
ORD00000048,CUST001470,delivered,2017-01-04 18:03:00,2017-01-04 22:03:00,2017-01-11 22:03:00,2017-01-19 22:03:00,2017-01-31 18:03:00
ORD00000049,CUST002100,delivered,2017-01-04 18:11:00,2017-01-05 15:11:00,2017-01-12 15:11:00,2017-01-28 15:11:00,2017-01-27 18:11:00
ORD00000050,CUST000374,delivered,2017-01-04 22:53:00,2017-01-06 22:53:00,2017-01-08 22:53:00,2017-01-21 22:53:00,2017-02-10 22:53:00
ORD00000051,CUST004252,delivered,2017-01-05 00:33:00,2017-01-05 20:33:00,2017-01-10 20:33:00,2017-01-13 20:33:00,2017-02-04 00:33:00
ORD00000052,CUST004026,shipped,2017-01-05 01:17:00,2017-01-06 04:17:00,,,2017-02-08 01:17:00
ORD00000053,CUST001114,delivered,2017-01-05 02:28:00,2017-01-05 18:28:00,2017-01-10 18:28:00,2017-01-20 18:28:00,2017-02-02 02:28:00
ORD00000054,CUST002727,delivered,2017-01-05 03:04:00,2017-01-05 19:04:00,2017-01-12 19:04:00,2017-01-26 19:04:00,2017-02-11 03:04:00
ORD00000055,CUST002399,delivered,2017-01-05 05:59:00,2017-01-06 17:59:00,2017-01-13 17:59:00,2017-01-15 17:59:00,2017-02-05 05:59:00
ORD00000056,CUST003235,delivered,2017-01-05 07:35:00,2017-01-06 08:35:00,2017-01-08 08:35:00,2017-01-19 08:35:00,2017-01-31 07:35:00
ORD00000057,CUST001266,shipped,2017-01-05 09:21:00,2017-01-06 08:21:00,,,2017-01-22 09:21:00
ORD00000058,CUST003124,delivered,2017-01-05 10:24:00,2017-01-05 12:24:00,2017-01-11 12:24:00,2017-01-14 12:24:00,2017-01-15 10:24:00
ORD00000059,CUST000654,delivered,2017-01-05 15:16:00,2017-01-05 21:16:00,2017-01-12 21:16:00,2017-01-17 21:16:00,2017-01-29 15:16:00
ORD00000060,CUST004159,delivered,2017-01-05 15:59:00,2017-01-07 03:59:00,2017-01-12 03:59:00,2017-01-25 03:59:00,2017-02-03 15:59:00
ORD00000061,CUST000509,delivered,2017-01-05 21:23:00,2017-01-06 19:23:00,2017-01-07 19:23:00,2017-01-27 19:23:00,2017-02-04 21:23:00
ORD00000062,CUST002340,delivered,2017-01-06 00:40:00,2017-01-06 14:40:00,2017-01-07 14:40:00,2017-01-17 14:40:00,2017-02-05 00:40:00
ORD00000063,CUST003163,delivered,2017-01-06 08:40:00,2017-01-07 17:40:00,2017-01-14 17:40:00,2017-01-26 17:40:00,2017-01-20 08:40:00
ORD00000064,CUST001688,delivered,2017-01-06 08:44:00,2017-01-08 06:44:00,2017-01-12 06:44:00,2017-01-27 06:44:00,2017-01-27 08:44:00
ORD00000065,CUST001389,delivered,2017-01-06 10:21:00,2017-01-07 20:21:00,2017-01-11 20:21:00,2017-01-27 20:21:00,2017-01-17 10:21:00
ORD00000066,CUST002198,delivered,2017-01-06 11:56:00,2017-01-07 01:56:00,2017-01-11 01:56:00,2017-01-22 01:56:00,2017-01-29 11:56:00
ORD00000067,CUST003912,delivered,2017-01-06 12:14:00,2017-01-06 22:14:00,2017-01-07 22:14:00,2017-01-14 22:14:00,2017-02-08 12:14:00
ORD00000068,CUST002929,delivered,2017-01-06 12:40:00,2017-01-07 16:40:00,2017-01-09 16:40:00,2017-01-18 16:40:00,2017-01-25 12:40:00
ORD00000069,CUST004800,delivered,2017-01-06 12:49:00,2017-01-08 08:49:00,2017-01-11 08:49:00,2017-01-18 08:49:00,2017-02-05 12:49:00
ORD00000070,CUST000516,delivered,2017-01-06 13:22:00,2017-01-08 04:22:00,2017-01-11 04:22:00,2017-01-24 04:22:00,2017-02-01 13:22:00
ORD00000071,CUST003659,delivered,2017-01-06 18:23:00,2017-01-08 09:23:00,2017-01-12 09:23:00,2017-01-20 09:23:00,2017-01-23 18:23:00
ORD00000072,CUST001834,delivered,2017-01-06 21:33:00,2017-01-07 04:33:00,2017-01-12 04:33:00,2017-01-15 04:33:00,2017-02-06 21:33:00
ORD00000073,CUST000030,delivered,2017-01-07 04:23:00,2017-01-07 14:23:00,2017-01-09 14:23:00,2017-01-17 14:23:00,2017-01-28 04:23:00
ORD00000074,CUST003215,delivered,2017-01-07 09:57:00,2017-01-08 14:57:00,2017-01-14 14:57:00,2017-01-28 14:57:00,2017-01-19 09:57:00
ORD00000075,CUST000326,delivered,2017-01-07 09:58:00,2017-01-08 16:58:00,2017-01-14 16:58:00,2017-01-16 16:58:00,2017-01-31 09:58:00
ORD00000076,CUST003767,delivered,2017-01-07 14:16:00,2017-01-08 05:16:00,2017-01-15 05:16:00,2017-01-19 05:16:00,2017-02-14 14:16:00
ORD00000077,CUST004112,delivered,2017-01-07 14:51:00,2017-01-08 19:51:00,2017-01-11 19:51:00,2017-01-20 19:51:00,2017-02-13 14:51:00
ORD00000078,CUST000111,delivered,2017-01-07 15:39:00,2017-01-08 14:39:00,2017-01-12 14:39:00,2017-01-27 14:39:00,2017-02-14 15:39:00
ORD00000079,CUST000107,delivered,2017-01-07 15:52:00,2017-01-08 19:52:00,2017-01-10 19:52:00,2017-01-24 19:52:00,2017-02-14 15:52:00
ORD00000080,CUST002427,delivered,2017-01-07 17:27:00,2017-01-08 02:27:00,2017-01-12 02:27:00,2017-01-20 02:27:00,2017-02-16 17:27:00
ORD00000081,CUST004379,delivered,2017-01-07 19:03:00,2017-01-08 21:03:00,2017-01-12 21:03:00,2017-01-30 21:03:00,2017-01-27 19:03:00
ORD00000082,CUST004365,delivered,2017-01-07 19:29:00,2017-01-09 16:29:00,2017-01-10 16:29:00,2017-01-27 16:29:00,2017-02-05 19:29:00
ORD00000083,CUST002532,delivered,2017-01-07 20:57:00,2017-01-09 08:57:00,2017-01-14 08:57:00,2017-01-30 08:57:00,2017-02-12 20:57:00
ORD00000084,CUST003145,delivered,2017-01-08 01:24:00,2017-01-09 09:24:00,2017-01-12 09:24:00,2017-01-28 09:24:00,2017-02-17 01:24:00
ORD00000085,CUST004694,delivered,2017-01-08 03:26:00,2017-01-09 03:26:00,2017-01-14 03:26:00,2017-01-23 03:26:00,2017-02-08 03:26:00
ORD00000086,CUST000799,delivered,2017-01-08 05:16:00,2017-01-09 00:16:00,2017-01-15 00:16:00,2017-01-23 00:16:00,2017-02-17 05:16:00
ORD00000087,CUST002438,delivered,2017-01-08 05:23:00,2017-01-09 00:23:00,2017-01-16 00:23:00,2017-02-02 00:23:00,2017-02-09 05:23:00
ORD00000088,CUST002012,delivered,2017-01-08 06:19:00,2017-01-09 04:19:00,2017-01-11 04:19:00,2017-01-30 04:19:00,2017-01-29 06:19:00
ORD00000089,CUST000426,delivered,2017-01-08 07:44:00,2017-01-08 20:44:00,2017-01-12 20:44:00,2017-01-27 20:44:00,2017-02-12 07:44:00
ORD00000090,CUST003045,canceled,2017-01-08 09:49:00,,,,2017-01-26 09:49:00
ORD00000091,CUST003289,delivered,2017-01-08 10:55:00,2017-01-08 12:55:00,2017-01-15 12:55:00,2017-01-23 12:55:00,2017-02-02 10:55:00
ORD00000092,CUST002915,delivered,2017-01-08 11:31:00,2017-01-09 12:31:00,2017-01-13 12:31:00,2017-01-27 12:31:00,2017-02-04 11:31:00
ORD00000093,CUST001240,delivered,2017-01-08 12:51:00,2017-01-09 19:51:00,2017-01-12 19:51:00,2017-01-13 19:51:00,2017-01-26 12:51:00
ORD00000094,CUST003392,delivered,2017-01-08 13:18:00,2017-01-08 23:18:00,2017-01-09 23:18:00,2017-01-25 23:18:00,2017-01-31 13:18:00
ORD00000095,CUST004214,delivered,2017-01-08 23:02:00,2017-01-10 05:02:00,2017-01-13 05:02:00,2017-01-16 05:02:00,2017-01-27 23:02:00
ORD00000096,CUST003998,delivered,2017-01-09 01:21:00,2017-01-10 16:21:00,2017-01-14 16:21:00,2017-01-26 16:21:00,2017-01-25 01:21:00
ORD00000097,CUST003007,delivered,2017-01-09 01:29:00,2017-01-09 21:29:00,2017-01-10 21:29:00,2017-01-13 21:29:00,2017-01-29 01:29:00
ORD00000098,CUST003040,invoiced,2017-01-09 02:33:00,2017-01-10 09:33:00,,,2017-02-12 02:33:00
ORD00000099,CUST000599,delivered,2017-01-09 05:23:00,2017-01-09 19:23:00,2017-01-15 19:23:00,2017-01-22 19:23:00,2017-01-20 05:23:00
ORD00000100,CUST002088,delivered,2017-01-09 05:26:00,2017-01-10 21:26:00,2017-01-15 21:26:00,2017-01-17 21:26:00,2017-02-13 05:26:00
ORD00000101,CUST001185,delivered,2017-01-09 07:08:00,2017-01-09 10:08:00,2017-01-15 10:08:00,2017-01-17 10:08:00,2017-02-06 07:08:00
ORD00000102,CUST002751,delivered,2017-01-09 08:09:00,2017-01-10 02:09:00,2017-01-16 02:09:00,2017-01-18 02:09:00,2017-02-13 08:09:00
ORD00000103,CUST002585,delivered,2017-01-09 09:41:00,2017-01-10 12:41:00,2017-01-13 12:41:00,2017-01-26 12:41:00,2017-01-30 09:41:00
ORD00000104,CUST004760,delivered,2017-01-09 10:15:00,2017-01-11 09:15:00,2017-01-16 09:15:00,2017-01-21 09:15:00,2017-01-26 10:15:00
ORD00000105,CUST003514,delivered,2017-01-09 10:54:00,2017-01-11 10:54:00,2017-01-14 10:54:00,2017-01-23 10:54:00,2017-01-29 10:54:00
ORD00000106,CUST004746,delivered,2017-01-09 11:02:00,2017-01-10 03:02:00,2017-01-15 03:02:00,2017-01-26 03:02:00,2017-02-08 11:02:00
ORD00000107,CUST004055,delivered,2017-01-09 11:48:00,2017-01-11 06:48:00,2017-01-15 06:48:00,2017-01-27 06:48:00,2017-01-26 11:48:00
ORD00000108,CUST004384,delivered,2017-01-09 13:30:00,2017-01-10 11:30:00,2017-01-12 11:30:00,2017-01-19 11:30:00,2017-02-15 13:30:00
ORD00000109,CUST003937,delivered,2017-01-09 15:01:00,2017-01-11 11:01:00,2017-01-13 11:01:00,2017-01-27 11:01:00,2017-02-01 15:01:00
ORD00000110,CUST001700,delivered,2017-01-09 15:38:00,2017-01-09 18:38:00,2017-01-15 18:38:00,2017-01-16 18:38:00,2017-02-15 15:38:00
ORD00000111,CUST004508,delivered,2017-01-09 15:59:00,2017-01-09 18:59:00,2017-01-12 18:59:00,2017-01-27 18:59:00,2017-01-19 15:59:00
ORD00000112,CUST002576,delivered,2017-01-09 18:21:00,2017-01-11 07:21:00,2017-01-17 07:21:00,2017-01-20 07:21:00,2017-01-21 18:21:00
ORD00000113,CUST000136,delivered,2017-01-09 18:42:00,2017-01-09 22:42:00,2017-01-15 22:42:00,2017-01-23 22:42:00,2017-02-14 18:42:00
ORD00000114,CUST002026,delivered,2017-01-09 19:34:00,2017-01-10 15:34:00,2017-01-15 15:34:00,2017-01-27 15:34:00,2017-02-14 19:34:00
ORD00000115,CUST003536,delivered,2017-01-09 20:29:00,2017-01-10 23:29:00,2017-01-11 23:29:00,2017-01-14 23:29:00,2017-02-07 20:29:00
ORD00000116,CUST004855,delivered,2017-01-10 03:27:00,2017-01-12 00:27:00,2017-01-19 00:27:00,2017-02-08 00:27:00,2017-02-05 03:27:00
ORD00000117,CUST002891,delivered,2017-01-10 04:33:00,2017-01-11 17:33:00,2017-01-16 17:33:00,2017-01-29 17:33:00,2017-02-15 04:33:00
ORD00000118,CUST002758,delivered,2017-01-10 05:04:00,2017-01-11 02:04:00,2017-01-12 02:04:00,2017-01-15 02:04:00,2017-02-06 05:04:00
ORD00000119,CUST003774,invoiced,2017-01-10 06:12:00,2017-01-10 13:12:00,,,2017-02-10 06:12:00
ORD00000120,CUST000381,delivered,2017-01-10 07:34:00,2017-01-11 04:34:00,2017-01-16 04:34:00,2017-01-23 04:34:00,2017-02-12 07:34:00
ORD00000121,CUST001529,delivered,2017-01-10 09:07:00,2017-01-11 14:07:00,2017-01-18 14:07:00,2017-01-27 14:07:00,2017-02-01 09:07:00
ORD00000122,CUST004902,delivered,2017-01-10 09:52:00,2017-01-11 13:52:00,2017-01-12 13:52:00,2017-01-22 13:52:00,2017-02-12 09:52:00
ORD00000123,CUST004572,delivered,2017-01-10 09:56:00,2017-01-11 05:56:00,2017-01-15 05:56:00,2017-01-30 05:56:00,2017-02-02 09:56:00
ORD00000124,CUST003629,delivered,2017-01-10 10:12:00,2017-01-10 16:12:00,2017-01-15 16:12:00,2017-01-29 16:12:00,2017-02-05 10:12:00
ORD00000125,CUST000849,delivered,2017-01-10 14:02:00,2017-01-11 22:02:00,2017-01-17 22:02:00,2017-01-18 22:02:00,2017-01-28 14:02:00
ORD00000126,CUST004993,delivered,2017-01-10 14:07:00,2017-01-12 13:07:00,2017-01-16 13:07:00,2017-02-04 13:07:00,2017-02-02 14:07:00
ORD00000127,CUST004128,delivered,2017-01-10 14:47:00,2017-01-11 16:47:00,2017-01-17 16:47:00,2017-01-30 16:47:00,2017-02-06 14:47:00
ORD00000128,CUST001928,delivered,2017-01-10 16:29:00,2017-01-11 02:29:00,2017-01-17 02:29:00,2017-02-06 02:29:00,2017-01-20 16:29:00
ORD00000129,CUST002166,delivered,2017-01-10 16:33:00,2017-01-12 16:33:00,2017-01-15 16:33:00,2017-01-20 16:33:00,2017-01-31 16:33:00
ORD00000130,CUST004287,delivered,2017-01-10 17:18:00,2017-01-11 19:18:00,2017-01-14 19:18:00,2017-02-03 19:18:00,2017-02-07 17:18:00
ORD00000131,CUST002122,delivered,2017-01-10 18:27:00,2017-01-11 18:27:00,2017-01-12 18:27:00,2017-01-29 18:27:00,2017-02-09 18:27:00
ORD00000132,CUST004719,delivered,2017-01-10 19:02:00,2017-01-12 11:02:00,2017-01-13 11:02:00,2017-01-22 11:02:00,2017-02-11 19:02:00
ORD00000133,CUST002919,delivered,2017-01-10 19:22:00,2017-01-11 06:22:00,2017-01-17 06:22:00,2017-01-25 06:22:00,2017-02-11 19:22:00
ORD00000134,CUST004682,delivered,2017-01-10 20:23:00,2017-01-11 11:23:00,2017-01-12 11:23:00,2017-01-18 11:23:00,2017-02-07 20:23:00
ORD00000135,CUST000473,delivered,2017-01-10 21:30:00,2017-01-12 19:30:00,2017-01-14 19:30:00,2017-01-30 19:30:00,2017-02-02 21:30:00
ORD00000136,CUST001788,delivered,2017-01-11 00:00:00,2017-01-11 19:00:00,2017-01-18 19:00:00,2017-01-19 19:00:00,2017-01-31 00:00:00
ORD00000137,CUST000114,delivered,2017-01-11 00:36:00,2017-01-11 18:36:00,2017-01-18 18:36:00,2017-02-03 18:36:00,2017-02-11 00:36:00
ORD00000138,CUST001337,delivered,2017-01-11 01:19:00,2017-01-11 17:19:00,2017-01-16 17:19:00,2017-02-03 17:19:00,2017-02-03 01:19:00
ORD00000139,CUST000339,delivered,2017-01-11 05:00:00,2017-01-11 17:00:00,2017-01-13 17:00:00,2017-01-16 17:00:00,2017-01-29 05:00:00
ORD00000140,CUST002286,delivered,2017-01-11 06:54:00,2017-01-11 10:54:00,2017-01-14 10:54:00,2017-01-17 10:54:00,2017-01-27 06:54:00
ORD00000141,CUST001197,delivered,2017-01-11 07:01:00,2017-01-11 13:01:00,2017-01-16 13:01:00,2017-01-29 13:01:00,2017-02-02 07:01:00
ORD00000142,CUST000079,delivered,2017-01-11 07:54:00,2017-01-11 10:54:00,2017-01-14 10:54:00,2017-01-30 10:54:00,2017-01-30 07:54:00
ORD00000143,CUST004560,delivered,2017-01-11 10:06:00,2017-01-12 15:06:00,2017-01-19 15:06:00,2017-01-27 15:06:00,2017-01-27 10:06:00
ORD00000144,CUST002653,delivered,2017-01-11 10:10:00,2017-01-12 22:10:00,2017-01-17 22:10:00,2017-01-20 22:10:00,2017-01-29 10:10:00
ORD00000145,CUST004658,delivered,2017-01-11 11:14:00,2017-01-12 17:14:00,2017-01-18 17:14:00,2017-02-04 17:14:00,2017-01-31 11:14:00
ORD00000146,CUST004381,delivered,2017-01-11 13:43:00,2017-01-12 00:43:00,2017-01-15 00:43:00,2017-01-30 00:43:00,2017-01-30 13:43:00
ORD00000147,CUST004319,delivered,2017-01-11 13:52:00,2017-01-12 09:52:00,2017-01-19 09:52:00,2017-01-24 09:52:00,2017-01-21 13:52:00
ORD00000148,CUST002641,delivered,2017-01-11 14:54:00,2017-01-12 03:54:00,2017-01-15 03:54:00,2017-02-04 03:54:00,2017-01-29 14:54:00
ORD00000149,CUST001257,delivered,2017-01-11 20:44:00,2017-01-12 15:44:00,2017-01-13 15:44:00,2017-01-14 15:44:00,2017-02-19 20:44:00
ORD00000150,CUST000828,delivered,2017-01-11 22:38:00,2017-01-13 22:38:00,2017-01-20 22:38:00,2017-01-26 22:38:00,2017-02-19 22:38:00
ORD00000151,CUST002719,delivered,2017-01-12 00:38:00,2017-01-13 23:38:00,2017-01-15 23:38:00,2017-02-01 23:38:00,2017-02-06 00:38:00
ORD00000152,CUST004924,delivered,2017-01-12 00:47:00,2017-01-13 18:47:00,2017-01-15 18:47:00,2017-01-27 18:47:00,2017-01-24 00:47:00
ORD00000153,CUST002811,delivered,2017-01-12 01:18:00,2017-01-13 12:18:00,2017-01-19 12:18:00,2017-02-02 12:18:00,2017-02-04 01:18:00
ORD00000154,CUST003386,delivered,2017-01-12 02:31:00,2017-01-12 22:31:00,2017-01-19 22:31:00,2017-02-04 22:31:00,2017-02-06 02:31:00
ORD00000155,CUST001966,delivered,2017-01-12 03:09:00,2017-01-12 23:09:00,2017-01-13 23:09:00,2017-01-20 23:09:00,2017-01-24 03:09:00
ORD00000156,CUST002428,delivered,2017-01-12 05:22:00,2017-01-12 19:22:00,2017-01-15 19:22:00,2017-01-18 19:22:00,2017-02-07 05:22:00
ORD00000157,CUST002842,delivered,2017-01-12 08:59:00,2017-01-14 04:59:00,2017-01-16 04:59:00,2017-01-17 04:59:00,2017-01-26 08:59:00
ORD00000158,CUST000614,delivered,2017-01-12 09:12:00,2017-01-13 08:12:00,2017-01-18 08:12:00,2017-01-30 08:12:00,2017-01-28 09:12:00
ORD00000159,CUST000563,delivered,2017-01-12 09:16:00,2017-01-13 03:16:00,2017-01-17 03:16:00,2017-01-28 03:16:00,2017-02-08 09:16:00
ORD00000160,CUST004827,delivered,2017-01-12 10:39:00,2017-01-12 16:39:00,2017-01-15 16:39:00,2017-01-22 16:39:00,2017-02-21 10:39:00
ORD00000161,CUST004353,delivered,2017-01-12 12:53:00,2017-01-14 04:53:00,2017-01-19 04:53:00,2017-02-06 04:53:00,2017-02-02 12:53:00
ORD00000162,CUST000185,delivered,2017-01-12 17:11:00,2017-01-14 10:11:00,2017-01-16 10:11:00,2017-01-20 10:11:00,2017-02-06 17:11:00
ORD00000163,CUST002193,delivered,2017-01-12 18:26:00,2017-01-14 06:26:00,2017-01-19 06:26:00,2017-01-30 06:26:00,2017-02-01 18:26:00
ORD00000164,CUST004066,delivered,2017-01-12 20:49:00,2017-01-14 12:49:00,2017-01-21 12:49:00,2017-02-10 12:49:00,2017-01-23 20:49:00
ORD00000165,CUST000246,delivered,2017-01-12 22:58:00,2017-01-14 11:58:00,2017-01-19 11:58:00,2017-01-29 11:58:00,2017-02-13 22:58:00
ORD00000166,CUST004087,delivered,2017-01-13 00:38:00,2017-01-14 20:38:00,2017-01-21 20:38:00,2017-01-24 20:38:00,2017-02-21 00:38:00
ORD00000167,CUST002235,delivered,2017-01-13 02:23:00,2017-01-13 13:23:00,2017-01-18 13:23:00,2017-01-31 13:23:00,2017-02-02 02:23:00
ORD00000168,CUST000866,delivered,2017-01-13 03:19:00,2017-01-14 03:19:00,2017-01-21 03:19:00,2017-02-07 03:19:00,2017-02-18 03:19:00
ORD00000169,CUST002088,delivered,2017-01-13 03:33:00,2017-01-13 11:33:00,2017-01-17 11:33:00,2017-02-01 11:33:00,2017-02-03 03:33:00
ORD00000170,CUST000601,delivered,2017-01-13 03:59:00,2017-01-14 19:59:00,2017-01-16 19:59:00,2017-01-23 19:59:00,2017-02-09 03:59:00
ORD00000171,CUST003034,delivered,2017-01-13 06:44:00,2017-01-13 20:44:00,2017-01-20 20:44:00,2017-01-24 20:44:00,2017-02-10 06:44:00
