customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST000086,UNIQ000086,90634,sao paulo,SP
CUST000087,UNIQ000087,32214,maringa,PR
CUST000088,UNIQ000088,98345,juiz de fora,MG
CUST000089,UNIQ000089,14726,juazeiro do norte,CE
CUST000090,UNIQ000090,57151,rio de janeiro,RJ
CUST000091,UNIQ000091,41359,campinas,SP
CUST000092,UNIQ000092,95854,cascavel,PR
CUST000093,UNIQ000093,10037,maringa,PR
CUST000094,UNIQ000094,30636,uberlandia,MG
CUST000095,UNIQ000095,21382,sao jose,SC
CUST000096,UNIQ000096,46167,duque de caxias,RJ
CUST000097,UNIQ000097,62354,duque de caxias,RJ
CUST000098,UNIQ000098,56285,niteroi,RJ
CUST000099,UNIQ000099,97773,guarulhos,SP
CUST000100,UNIQ000100,61792,campinas,SP
CUST000101,UNIQ000101,63143,campinas,SP
CUST000102,UNIQ000102,86818,betim,MG
CUST000103,UNIQ000103,36255,sao bernardo do campo,SP
CUST000104,UNIQ000104,77861,nova iguacu,RJ
CUST000105,UNIQ000105,12014,centro,ES
CUST000106,UNIQ000106,18993,santo andre,SP
CUST000107,UNIQ000107,21818,sao bernardo do campo,SP
CUST000108,UNIQ000108,82036,ponta grossa,PR
CUST000109,UNIQ000109,47289,guarulhos,SP
CUST000110,UNIQ000110,83284,campinas,SP
CUST000111,UNIQ000111,86406,campinas,SP
CUST000112,UNIQ000112,55625,sao bernardo do campo,SP
CUST000113,UNIQ000113,55544,zona norte,MS
CUST000114,UNIQ000114,46242,salvador,BA
CUST000115,UNIQ000115,39661,belo horizonte,MG
CUST000116,UNIQ000116,89477,recife,PE
CUST000117,UNIQ000117,35496,feira de santana,BA
CUST000118,UNIQ000118,69606,campinas,SP
CUST000119,UNIQ000119,62947,maracanau,CE
CUST000120,UNIQ000120,85354,sao goncalo,RJ
CUST000121,UNIQ000121,10609,salvador,BA
CUST000122,UNIQ000122,44223,maracanau,CE
CUST000123,UNIQ000123,32942,santo andre,SP
CUST000124,UNIQ000124,63363,sao bernardo do campo,SP
CUST000125,UNIQ000125,76353,santo andre,SP
CUST000126,UNIQ000126,23954,sao goncalo,RJ
CUST000127,UNIQ000127,83220,vitoria da conquista,BA
CUST000128,UNIQ000128,19487,luziania,GO
CUST000129,UNIQ000129,75951,sao paulo,SP
CUST000130,UNIQ000130,48568,rio de janeiro,RJ
CUST000131,UNIQ000131,54560,sao goncalo,RJ
CUST000132,UNIQ000132,25336,guarulhos,SP
CUST000133,UNIQ000133,77277,guarulhos,SP
CUST000134,UNIQ000134,43776,sao paulo,SP
CUST000135,UNIQ000135,80504,zona sul,PB
CUST000136,UNIQ000136,85352,santo andre,SP
CUST000137,UNIQ000137,42786,niteroi,RJ
CUST000138,UNIQ000138,68034,canoas,RS
CUST000139,UNIQ000139,59424,sao paulo,SP
CUST000140,UNIQ000140,83815,zona sul,PI
CUST000141,UNIQ000141,73390,centro,AL
CUST000142,UNIQ000142,41886,campinas,SP
CUST000143,UNIQ000143,54520,sao goncalo,RJ
CUST000144,UNIQ000144,70142,sao paulo,SP
CUST000145,UNIQ000145,99337,guarulhos,SP
CUST000146,UNIQ000146,70387,sao bernardo do campo,SP
CUST000147,UNIQ000147,86916,betim,MG
CUST000148,UNIQ000148,13584,niteroi,RJ
CUST000149,UNIQ000149,73172,campinas,SP
CUST000150,UNIQ000150,25239,guarulhos,SP
CUST000151,UNIQ000151,43792,interior,ES
CUST000152,UNIQ000152,18854,sao bernardo do campo,SP
CUST000153,UNIQ000153,60157,sao bernardo do campo,SP
CUST000154,UNIQ000154,93055,rio de janeiro,RJ
CUST000155,UNIQ000155,38885,centro,DF
CUST000156,UNIQ000156,98724,guarulhos,SP
CUST000157,UNIQ000157,40137,canoas,RS
CUST000158,UNIQ000158,51383,florianopolis,SC
CUST000159,UNIQ000159,64057,sao paulo,SP
CUST000160,UNIQ000160,56281,maringa,PR
CUST000161,UNIQ000161,77699,guarulhos,SP
CUST000162,UNIQ000162,80208,uberlandia,MG
CUST000163,UNIQ000163,11274,belo horizonte,MG
CUST000164,UNIQ000164,44517,niteroi,RJ
CUST000165,UNIQ000165,42539,sao bernardo do campo,SP
CUST000166,UNIQ000166,47655,salvador,BA
CUST000167,UNIQ000167,22190,sao paulo,SP
CUST000168,UNIQ000168,62288,santo andre,SP
CUST000169,UNIQ000169,98302,sao paulo,SP
CUST000170,UNIQ000170,54825,betim,MG
CUST000171,UNIQ000171,19965,caxias do sul,RS
CUST000172,UNIQ000172,82686,campinas,SP
CUST000173,UNIQ000173,33394,duque de caxias,RJ
CUST000174,UNIQ000174,72463,sao bernardo do campo,SP
CUST000175,UNIQ000175,51139,uberlandia,MG
CUST000176,UNIQ000176,56338,guarulhos,SP
CUST000177,UNIQ000177,38647,santa maria,RS
CUST000178,UNIQ000178,85197,sao bernardo do campo,SP
CUST000179,UNIQ000179,45268,zona norte,MS
CUST000180,UNIQ000180,33957,campinas,SP
CUST000181,UNIQ000181,99536,sao bernardo do campo,SP
CUST000182,UNIQ000182,34925,campinas,SP
CUST000183,UNIQ000183,75404,zona sul,MT
CUST000184,UNIQ000184,36170,petrolina,PE
CUST000185,UNIQ000185,40783,guarulhos,SP
CUST000186,UNIQ000186,41726,canoas,RS
CUST000187,UNIQ000187,44787,itabuna,BA
CUST000188,UNIQ000188,37102,juiz de fora,MG
CUST000189,UNIQ000189,40042,rio de janeiro,RJ
CUST000190,UNIQ000190,36577,campinas,SP
CUST000191,UNIQ000191,42728,campinas,SP
CUST000192,UNIQ000192,91080,fortaleza,CE
CUST000193,UNIQ000193,56665,juazeiro do norte,CE
CUST000194,UNIQ000194,30446,belo horizonte,MG
CUST000195,UNIQ000195,23983,sao bernardo do campo,SP
CUST000196,UNIQ000196,25712,sao bernardo do campo,SP
CUST000197,UNIQ000197,20287,londrina,PR
CUST000198,UNIQ000198,98580,sobral,CE
CUST000199,UNIQ000199,96956,caucaia,CE
CUST000200,UNIQ000200,74574,florianopolis,SC
CUST000201,UNIQ000201,90455,belo horizonte,MG
CUST000202,UNIQ000202,10868,sao paulo,SP
CUST000203,UNIQ000203,80972,campinas,SP
CUST000204,UNIQ000204,15539,fortaleza,CE
CUST000205,UNIQ000205,73214,belo horizonte,MG
CUST000206,UNIQ000206,58653,guarulhos,SP
CUST000207,UNIQ000207,91352,sao paulo,SP
CUST000208,UNIQ000208,51342,santa maria,RS
CUST000209,UNIQ000209,74532,campinas,SP
CUST000210,UNIQ000210,85303,guarulhos,SP
CUST000211,UNIQ000211,46009,juiz de fora,MG
CUST000212,UNIQ000212,74330,caxias do sul,RS
CUST000213,UNIQ000213,33969,betim,MG
CUST000214,UNIQ000214,76995,campinas,SP
CUST000215,UNIQ000215,46735,cascavel,PR
CUST000216,UNIQ000216,62150,sao bernardo do campo,SP
CUST000217,UNIQ000217,39110,santo andre,SP
CUST000218,UNIQ000218,85584,londrina,PR
CUST000219,UNIQ000219,26809,juiz de fora,MG
CUST000220,UNIQ000220,17097,rio verde,GO
CUST000221,UNIQ000221,78909,uberlandia,MG
CUST000222,UNIQ000222,65466,belo horizonte,MG
CUST000223,UNIQ000223,72694,sao paulo,SP
CUST000224,UNIQ000224,80879,santo andre,SP
CUST000225,UNIQ000225,14268,guarulhos,SP
CUST000226,UNIQ000226,75860,santo andre,SP
CUST000227,UNIQ000227,55519,zona norte,PI
CUST000228,UNIQ000228,61605,santo andre,SP
CUST000229,UNIQ000229,99959,fortaleza,CE
CUST000230,UNIQ000230,32911,belo horizonte,MG
CUST000231,UNIQ000231,69925,florianopolis,SC
CUST000232,UNIQ000232,25776,duque de caxias,RJ
CUST000233,UNIQ000233,77922,contagem,MG
CUST000234,UNIQ000234,70302,rio de janeiro,RJ
CUST000235,UNIQ000235,51373,campinas,SP
CUST000236,UNIQ000236,11103,londrina,PR
CUST000237,UNIQ000237,11549,campinas,SP
CUST000238,UNIQ000238,98356,sao bernardo do campo,SP
CUST000239,UNIQ000239,37623,juiz de fora,MG
CUST000240,UNIQ000240,59732,campinas,SP
CUST000241,UNIQ000241,86153,zona norte,PB
CUST000242,UNIQ000242,23205,interior,RN
CUST000243,UNIQ000243,52655,zona sul,ES
CUST000244,UNIQ000244,57395,santo andre,SP
CUST000245,UNIQ000245,90318,campinas,SP
CUST000246,UNIQ000246,44039,capital,MT
CUST000247,UNIQ000247,34530,duque de caxias,RJ
CUST000248,UNIQ000248,81901,centro,MA
CUST000249,UNIQ000249,44452,capital,AL
CUST000250,UNIQ000250,41082,goiania,GO
CUST000251,UNIQ000251,45311,sao bernardo do campo,SP
CUST000252,UNIQ000252,71780,sao paulo,SP
CUST000253,UNIQ000253,90358,goiania,GO
CUST000254,UNIQ000254,54970,campinas,SP
CUST000255,UNIQ000255,57962,campinas,SP
CUST000256,UNIQ000256,34105,juiz de fora,MG
CUST000257,UNIQ000257,75374,zona norte,MS
CUST000258,UNIQ000258,65567,canoas,RS
CUST000259,UNIQ000259,37594,uberlandia,MG
CUST000260,UNIQ000260,64931,santo andre,SP
CUST000261,UNIQ000261,58799,belo horizonte,MG
CUST000262,UNIQ000262,57851,interior,DF
CUST000263,UNIQ000263,62506,santo andre,SP
CUST000264,UNIQ000264,46651,rio de janeiro,RJ
CUST000265,UNIQ000265,69077,petrolina,PE
CUST000266,UNIQ000266,33578,maringa,PR
CUST000267,UNIQ000267,84895,canoas,RS
CUST000268,UNIQ000268,27188,pelotas,RS
CUST000269,UNIQ000269,85483,santo andre,SP
CUST000270,UNIQ000270,99916,sao bernardo do campo,SP
CUST000271,UNIQ000271,39958,camaçari,BA
CUST000272,UNIQ000272,23090,feira de santana,BA
CUST000273,UNIQ000273,45382,caruaru,PE
CUST000274,UNIQ000274,40907,zona sul,ES
CUST000275,UNIQ000275,82789,niteroi,RJ
CUST000276,UNIQ000276,66651,rio de janeiro,RJ
CUST000277,UNIQ000277,59923,criciuma,SC
CUST000278,UNIQ000278,35698,betim,MG
CUST000279,UNIQ000279,29116,porto alegre,RS
CUST000280,UNIQ000280,29601,blumenau,SC
CUST000281,UNIQ000281,71995,fortaleza,CE
CUST000282,UNIQ000282,11276,sao paulo,SP
CUST000283,UNIQ000283,33148,sao bernardo do campo,SP
CUST000284,UNIQ000284,65249,santo andre,SP
CUST000285,UNIQ000285,75483,betim,MG
CUST000286,UNIQ000286,27625,sao bernardo do campo,SP
CUST000287,UNIQ000287,92660,niteroi,RJ
CUST000288,UNIQ000288,77765,rio de janeiro,RJ
CUST000289,UNIQ000289,79990,sao bernardo do campo,SP
CUST000290,UNIQ000290,51383,belo horizonte,MG
CUST000291,UNIQ000291,73782,campinas,SP
CUST000292,UNIQ000292,49326,sao paulo,SP
CUST000293,UNIQ000293,42895,itabuna,BA
CUST000294,UNIQ000294,83680,sao paulo,SP
CUST000295,UNIQ000295,84427,campinas,SP
CUST000296,UNIQ000296,16253,duque de caxias,RJ
CUST000297,UNIQ000297,62219,florianopolis,SC
CUST000298,UNIQ000298,22972,sao bernardo do campo,SP
CUST000299,UNIQ000299,31409,uberlandia,MG
CUST000300,UNIQ000300,17869,sao bernardo do campo,SP
CUST000301,UNIQ000301,38241,sao bernardo do campo,SP
CUST000302,UNIQ000302,43330,rio de janeiro,RJ
CUST000303,UNIQ000303,72460,sao goncalo,RJ
CUST000304,UNIQ000304,92557,belo horizonte,MG
CUST000305,UNIQ000305,22622,ponta grossa,PR
CUST000306,UNIQ000306,68963,centro,PA
CUST000307,UNIQ000307,53864,sao goncalo,RJ
CUST000308,UNIQ000308,44048,sao bernardo do campo,SP
CUST000309,UNIQ000309,57312,blumenau,SC
CUST000310,UNIQ000310,57226,guarulhos,SP
CUST000311,UNIQ000311,83446,niteroi,RJ
CUST000312,UNIQ000312,83071,guarulhos,SP
CUST000313,UNIQ000313,43779,campinas,SP
CUST000314,UNIQ000314,55107,zona sul,AL
CUST000315,UNIQ000315,12599,camaçari,BA
CUST000316,UNIQ000316,63970,caxias do sul,RS
CUST000317,UNIQ000317,25890,guarulhos,SP
CUST000318,UNIQ000318,56018,santo andre,SP
CUST000319,UNIQ000319,99074,guarulhos,SP
CUST000320,UNIQ000320,89374,sao paulo,SP
CUST000321,UNIQ000321,36077,belo horizonte,MG
CUST000322,UNIQ000322,85609,ponta grossa,PR
CUST000323,UNIQ000323,85483,santa maria,RS
CUST000324,UNIQ000324,95179,sao bernardo do campo,SP
CUST000325,UNIQ000325,95082,capital,RN
CUST000326,UNIQ000326,80574,curitiba,PR
CUST000327,UNIQ000327,32877,betim,MG
CUST000328,UNIQ000328,47304,uberlandia,MG
CUST000329,UNIQ000329,56544,sao goncalo,RJ
CUST000330,UNIQ000330,52610,guarulhos,SP
CUST000331,UNIQ000331,98236,campinas,SP
CUST000332,UNIQ000332,76904,maringa,PR
CUST000333,UNIQ000333,73896,sao paulo,SP
CUST000334,UNIQ000334,68580,campinas,SP
CUST000335,UNIQ000335,20277,guarulhos,SP
CUST000336,UNIQ000336,59947,guarulhos,SP
CUST000337,UNIQ000337,90434,aparecida de goiania,GO
CUST000338,UNIQ000338,47555,canoas,RS
CUST000339,UNIQ000339,70784,sao goncalo,RJ
CUST000340,UNIQ000340,92799,guarulhos,SP
CUST000341,UNIQ000341,28985,sao goncalo,RJ
CUST000342,UNIQ000342,31964,sao goncalo,RJ
CUST000343,UNIQ000343,93962,sao paulo,SP
CUST000344,UNIQ000344,54222,sao goncalo,RJ
CUST000345,UNIQ000345,65288,guarulhos,SP
CUST000346,UNIQ000346,92742,belo horizonte,MG
CUST000347,UNIQ000347,90256,uberlandia,MG
CUST000348,UNIQ000348,84925,guarulhos,SP
CUST000349,UNIQ000349,63054,sao paulo,SP
CUST000350,UNIQ000350,19351,belo horizonte,MG
CUST000351,UNIQ000351,20369,sao goncalo,RJ
CUST000352,UNIQ000352,31233,aparecida de goiania,GO
CUST000353,UNIQ000353,55039,contagem,MG
CUST000354,UNIQ000354,39912,guarulhos,SP
CUST000355,UNIQ000355,51088,sao bernardo do campo,SP
CUST000356,UNIQ000356,51533,uberlandia,MG
CUST000357,UNIQ000357,95591,guarulhos,SP
CUST000358,UNIQ000358,48188,uberlandia,MG
CUST000359,UNIQ000359,45058,zona sul,PB
CUST000360,UNIQ000360,89349,betim,MG
CUST000361,UNIQ000361,94494,santo andre,SP
CUST000362,UNIQ000362,61833,contagem,MG
CUST000363,UNIQ000363,45553,rio de janeiro,RJ
CUST000364,UNIQ000364,68313,rio de janeiro,RJ
CUST000365,UNIQ000365,57600,zona norte,PB
CUST000366,UNIQ000366,86928,guarulhos,SP
CUST000367,UNIQ000367,78280,capital,AL
CUST000368,UNIQ000368,69020,capital,ES
CUST000369,UNIQ000369,64262,guarulhos,SP
CUST000370,UNIQ000370,31930,campinas,SP
CUST000371,UNIQ000371,34102,guarulhos,SP
CUST000372,UNIQ000372,13027,campinas,SP
CUST000373,UNIQ000373,26389,santo andre,SP
CUST000374,UNIQ000374,40753,santa maria,RS
CUST000375,UNIQ000375,96772,santo andre,SP
CUST000376,UNIQ000376,42983,sao bernardo do campo,SP
CUST000377,UNIQ000377,20494,goiania,GO
CUST000378,UNIQ000378,37600,sao paulo,SP
CUST000379,UNIQ000379,31877,salvador,BA
CUST000380,UNIQ000380,62041,campinas,SP
CUST000381,UNIQ000381,23501,sao bernardo do campo,SP
CUST000382,UNIQ000382,22524,porto alegre,RS
CUST000383,UNIQ000383,18361,contagem,MG
CUST000384,UNIQ000384,72021,paulista,PE
CUST000385,UNIQ000385,81884,cascavel,PR
CUST000386,UNIQ000386,17055,feira de santana,BA
CUST000387,UNIQ000387,13455,santo andre,SP
CUST000388,UNIQ000388,62037,campinas,SP
CUST000389,UNIQ000389,78679,curitiba,PR
CUST000390,UNIQ000390,20911,vitoria da conquista,BA
CUST000391,UNIQ000391,23622,zona sul,DF
CUST000392,UNIQ000392,44400,sao paulo,SP
CUST000393,UNIQ000393,91015,guarulhos,SP
CUST000394,UNIQ000394,30352,joinville,SC
CUST000395,UNIQ000395,21050,campinas,SP
CUST000396,UNIQ000396,95830,capital,MS
CUST000397,UNIQ000397,61097,anapolis,GO
CUST000398,UNIQ000398,50549,sao goncalo,RJ
CUST000399,UNIQ000399,40062,ponta grossa,PR
CUST000400,UNIQ000400,42426,cascavel,PR
CUST000401,UNIQ000401,47247,campinas,SP
CUST000402,UNIQ000402,68085,caucaia,CE
CUST000403,UNIQ000403,92114,niteroi,RJ
CUST000404,UNIQ000404,26569,feira de santana,BA
CUST000405,UNIQ000405,27206,santo andre,SP
CUST000406,UNIQ000406,79041,fortaleza,CE
CUST000407,UNIQ000407,32361,campinas,SP
CUST000408,UNIQ000408,13744,guarulhos,SP
CUST000409,UNIQ000409,14607,zona norte,ES
CUST000410,UNIQ000410,96972,campinas,SP
CUST000411,UNIQ000411,56771,guarulhos,SP
CUST000412,UNIQ000412,52624,interior,RN
CUST000413,UNIQ000413,72410,capital,RN
CUST000414,UNIQ000414,71235,juiz de fora,MG
CUST000415,UNIQ000415,80855,belo horizonte,MG
CUST000416,UNIQ000416,45705,duque de caxias,RJ
CUST000417,UNIQ000417,81898,campinas,SP
CUST000418,UNIQ000418,68306,campinas,SP
CUST000419,UNIQ000419,27709,canoas,RS
CUST000420,UNIQ000420,80685,maringa,PR
CUST000421,UNIQ000421,33204,blumenau,SC
CUST000422,UNIQ000422,87441,joinville,SC
CUST000423,UNIQ000423,88326,campinas,SP
CUST000424,UNIQ000424,69840,rio de janeiro,RJ
CUST000425,UNIQ000425,92712,campinas,SP
CUST000426,UNIQ000426,93342,juiz de fora,MG
CUST000427,UNIQ000427,83922,nova iguacu,RJ
CUST000428,UNIQ000428,67013,juazeiro do norte,CE
CUST000429,UNIQ000429,78610,sao paulo,SP
CUST000430,UNIQ000430,93858,guarulhos,SP
CUST000431,UNIQ000431,93824,guarulhos,SP
CUST000432,UNIQ000432,79964,criciuma,SC
CUST000433,UNIQ000433,50587,juiz de fora,MG
CUST000434,UNIQ000434,55504,sao bernardo do campo,SP
CUST000435,UNIQ000435,73131,guarulhos,SP
CUST000436,UNIQ000436,80735,porto alegre,RS
CUST000437,UNIQ000437,39770,sao paulo,SP
CUST000438,UNIQ000438,21738,vitoria da conquista,BA
CUST000439,UNIQ000439,67915,caxias do sul,RS
CUST000440,UNIQ000440,50352,sao bernardo do campo,SP
CUST000441,UNIQ000441,57943,guarulhos,SP
CUST000442,UNIQ000442,64028,capital,DF
CUST000443,UNIQ000443,44053,sao paulo,SP
CUST000444,UNIQ000444,30410,sao bernardo do campo,SP
CUST000445,UNIQ000445,49789,camaçari,BA
CUST000446,UNIQ000446,11383,zona sul,PB
CUST000447,UNIQ000447,10012,zona sul,DF
CUST000448,UNIQ000448,78592,ponta grossa,PR
CUST000449,UNIQ000449,27865,sao bernardo do campo,SP
CUST000450,UNIQ000450,55073,sao bernardo do campo,SP
CUST000451,UNIQ000451,47586,florianopolis,SC
CUST000452,UNIQ000452,71498,juiz de fora,MG
CUST000453,UNIQ000453,80136,sao goncalo,RJ
CUST000454,UNIQ000454,11090,interior,ES
CUST000455,UNIQ000455,74478,guarulhos,SP
CUST000456,UNIQ000456,72530,rio de janeiro,RJ
CUST000457,UNIQ000457,49270,santo andre,SP
CUST000458,UNIQ000458,11197,rio de janeiro,RJ
CUST000459,UNIQ000459,66418,sao bernardo do campo,SP
CUST000460,UNIQ000460,48393,sao bernardo do campo,SP
CUST000461,UNIQ000461,88250,campinas,SP
CUST000462,UNIQ000462,40305,contagem,MG
CUST000463,UNIQ000463,10946,ponta grossa,PR
CUST000464,UNIQ000464,81855,belo horizonte,MG
CUST000465,UNIQ000465,58974,zona sul,AL
CUST000466,UNIQ000466,34716,sao bernardo do campo,SP
CUST000467,UNIQ000467,63967,guarulhos,SP
CUST000468,UNIQ000468,83472,recife,PE
CUST000469,UNIQ000469,67292,guarulhos,SP
CUST000470,UNIQ000470,61740,centro,AL
CUST000471,UNIQ000471,42754,guarulhos,SP
CUST000472,UNIQ000472,31400,zona norte,PI
CUST000473,UNIQ000473,94671,guarulhos,SP
CUST000474,UNIQ000474,61081,maracanau,CE
CUST000475,UNIQ000475,59592,nova iguacu,RJ
CUST000476,UNIQ000476,38913,centro,DF
CUST000477,UNIQ000477,44469,campinas,SP
CUST000478,UNIQ000478,20382,uberlandia,MG
CUST000479,UNIQ000479,65343,zona norte,MA
CUST000480,UNIQ000480,91962,duque de caxias,RJ
CUST000481,UNIQ000481,41399,uberlandia,MG
CUST000482,UNIQ000482,77713,santa maria,RS
CUST000483,UNIQ000483,90375,sao goncalo,RJ
CUST000484,UNIQ000484,99737,contagem,MG
CUST000485,UNIQ000485,45633,juiz de fora,MG
CUST000486,UNIQ000486,47313,sobral,CE
CUST000487,UNIQ000487,94994,sao paulo,SP
CUST000488,UNIQ000488,79722,guarulhos,SP
CUST000489,UNIQ000489,45235,zona sul,RN
CUST000490,UNIQ000490,64120,caucaia,CE
CUST000491,UNIQ000491,34641,duque de caxias,RJ
CUST000492,UNIQ000492,18973,betim,MG
CUST000493,UNIQ000493,33908,sao bernardo do campo,SP
CUST000494,UNIQ000494,27907,guarulhos,SP
CUST000495,UNIQ000495,47957,duque de caxias,RJ
CUST000496,UNIQ000496,24464,santo andre,SP
CUST000497,UNIQ000497,93478,juiz de fora,MG
CUST000498,UNIQ000498,69682,campinas,SP
CUST000499,UNIQ000499,90967,centro,PI
CUST000500,UNIQ000500,69345,zona norte,DF
CUST000501,UNIQ000501,45669,caxias do sul,RS
CUST000502,UNIQ000502,91625,rio de janeiro,RJ
CUST000503,UNIQ000503,74486,guarulhos,SP
CUST000504,UNIQ000504,34613,itabuna,BA
CUST000505,UNIQ000505,52027,santa maria,RS
CUST000506,UNIQ000506,12542,guarulhos,SP
CUST000507,UNIQ000507,29942,capital,ES
CUST000508,UNIQ000508,16505,feira de santana,BA
CUST000509,UNIQ000509,80119,zona sul,RN
CUST000510,UNIQ000510,12900,londrina,PR
CUST000511,UNIQ000511,34371,uberlandia,MG
CUST000512,UNIQ000512,23405,niteroi,RJ
CUST000513,UNIQ000513,46977,capital,MS
CUST000514,UNIQ000514,45283,recife,PE
CUST000515,UNIQ000515,26389,campinas,SP
CUST000516,UNIQ000516,67464,santo andre,SP
CUST000517,UNIQ000517,11075,sao bernardo do campo,SP
CUST000518,UNIQ000518,40514,salvador,BA
CUST000519,UNIQ000519,21822,zona norte,DF
CUST000520,UNIQ000520,29750,santo andre,SP
CUST000521,UNIQ000521,11930,betim,MG
CUST000522,UNIQ000522,74694,campinas,SP
CUST000523,UNIQ000523,38467,zona norte,PI
CUST000524,UNIQ000524,54815,camaçari,BA
CUST000525,UNIQ000525,65082,camaçari,BA
CUST000526,UNIQ000526,50838,niteroi,RJ
CUST000527,UNIQ000527,75325,campinas,SP
CUST000528,UNIQ000528,58679,sao paulo,SP
CUST000529,UNIQ000529,70776,sao paulo,SP
CUST000530,UNIQ000530,14159,petrolina,PE
CUST000531,UNIQ000531,53286,feira de santana,BA
CUST000532,UNIQ000532,20515,interior,DF
CUST000533,UNIQ000533,29148,centro,DF
CUST000534,UNIQ000534,17345,juiz de fora,MG
CUST000535,UNIQ000535,44931,florianopolis,SC
CUST000536,UNIQ000536,61435,centro,PB
CUST000537,UNIQ000537,19356,aparecida de goiania,GO
CUST000538,UNIQ000538,81197,sao paulo,SP
