order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD00000110,2,PROD000500,SELL00087,2017-01-15 15:38:00,994.48,77.57
ORD00000111,1,PROD000418,SELL00053,2017-01-12 15:59:00,444.62,11.01
ORD00000111,2,PROD000730,SELL00380,2017-01-13 15:59:00,89.12,11.59
ORD00000111,3,PROD000578,SELL00078,2017-01-16 15:59:00,179.9,50.3
ORD00000112,1,PROD000717,SELL00108,2017-01-16 18:21:00,747.55,8.31
ORD00000113,1,PROD000802,SELL00377,2017-01-18 18:42:00,126.0,39.77
ORD00000114,1,PROD000586,SELL00029,2017-01-16 19:34:00,854.33,79.94
ORD00000115,1,PROD000494,SELL00259,2017-01-15 20:29:00,237.53,52.5
ORD00000116,1,PROD000938,SELL00254,2017-01-16 03:27:00,423.74,58.56
ORD00000117,1,PROD000951,SELL00279,2017-01-18 04:33:00,350.59,17.82
ORD00000118,1,PROD000216,SELL00422,2017-01-20 05:04:00,1133.07,63.93
ORD00000119,1,PROD000315,SELL00453,2017-01-13 06:12:00,880.41,37.84
ORD00000120,1,PROD000044,SELL00107,2017-01-12 07:34:00,859.84,48.42
ORD00000121,1,PROD000302,SELL00046,2017-01-12 09:07:00,262.02,16.46
ORD00000122,1,PROD000790,SELL00405,2017-01-16 09:52:00,316.79,69.75
ORD00000123,1,PROD000043,SELL00104,2017-01-15 09:56:00,448.88,61.59
ORD00000123,2,PROD000896,SELL00149,2017-01-19 09:56:00,1113.81,16.55
ORD00000124,1,PROD000758,SELL00453,2017-01-16 10:12:00,755.93,22.0
ORD00000125,1,PROD000668,SELL00120,2017-01-12 14:02:00,1123.32,59.02
ORD00000125,2,PROD000981,SELL00389,2017-01-19 14:02:00,848.7,73.99
ORD00000126,1,PROD000737,SELL00419,2017-01-20 14:07:00,194.95,78.28
ORD00000127,1,PROD000821,SELL00197,2017-01-15 14:47:00,809.59,71.69
ORD00000128,1,PROD000985,SELL00113,2017-01-19 16:29:00,94.43,74.86
ORD00000129,1,PROD000682,SELL00267,2017-01-12 16:33:00,149.49,14.12
ORD00000129,2,PROD000558,SELL00411,2017-01-15 16:33:00,1138.59,12.37
ORD00000129,3,PROD000941,SELL00278,2017-01-19 16:33:00,675.17,71.89
ORD00000129,4,PROD000932,SELL00004,2017-01-17 16:33:00,927.87,18.11
ORD00000130,1,PROD000904,SELL00163,2017-01-16 17:18:00,299.13,33.75
ORD00000131,1,PROD000066,SELL00463,2017-01-15 18:27:00,97.37,55.19
ORD00000132,1,PROD000932,SELL00400,2017-01-18 19:02:00,549.86,21.31
ORD00000133,1,PROD000580,SELL00360,2017-01-12 19:22:00,479.7,30.04
ORD00000134,1,PROD000238,SELL00258,2017-01-14 20:23:00,847.33,77.68
ORD00000135,1,PROD000073,SELL00244,2017-01-16 21:30:00,765.91,52.86
ORD00000136,1,PROD000622,SELL00023,2017-01-16 00:00:00,727.79,9.7
ORD00000137,1,PROD000374,SELL00393,2017-01-19 00:36:00,582.92,45.53
ORD00000138,1,PROD000630,SELL00175,2017-01-14 01:19:00,294.13,76.46
ORD00000139,1,PROD000871,SELL00368,2017-01-21 05:00:00,584.78,23.85
ORD00000140,1,PROD000394,SELL00497,2017-01-17 06:54:00,1183.86,67.04
ORD00000141,1,PROD000054,SELL00440,2017-01-19 07:01:00,225.94,29.6
ORD00000142,1,PROD000631,SELL00295,2017-01-21 07:54:00,849.62,24.95
ORD00000143,1,PROD000354,SELL00371,2017-01-14 10:06:00,407.47,21.13
ORD00000144,1,PROD000945,SELL00058,2017-01-18 10:10:00,1178.67,58.35
ORD00000145,1,PROD000311,SELL00397,2017-01-20 11:14:00,380.19,69.14
ORD00000146,1,PROD000005,SELL00229,2017-01-21 13:43:00,336.16,34.38
ORD00000147,1,PROD000478,SELL00008,2017-01-15 13:52:00,1168.61,56.85
ORD00000147,2,PROD000106,SELL00370,2017-01-13 13:52:00,787.29,40.85
ORD00000148,1,PROD000797,SELL00129,2017-01-21 14:54:00,901.63,53.15
ORD00000149,1,PROD000077,SELL00014,2017-01-13 20:44:00,1153.98,23.03
ORD00000150,1,PROD000109,SELL00371,2017-01-15 22:38:00,76.9,54.07
ORD00000151,1,PROD000070,SELL00029,2017-01-21 00:38:00,1184.91,73.46
ORD00000152,1,PROD000350,SELL00419,2017-01-19 00:47:00,1001.64,31.52
ORD00000153,1,PROD000118,SELL00080,2017-01-14 01:18:00,526.11,41.36
ORD00000153,2,PROD000506,SELL00391,2017-01-17 01:18:00,734.59,63.45
ORD00000154,1,PROD000024,SELL00408,2017-01-21 02:31:00,229.11,33.12
ORD00000155,1,PROD000448,SELL00428,2017-01-15 03:09:00,646.06,52.0
ORD00000156,1,PROD000501,SELL00147,2017-01-17 05:22:00,510.2,15.1
ORD00000156,2,PROD000220,SELL00156,2017-01-19 05:22:00,446.84,72.12
ORD00000156,3,PROD000576,SELL00091,2017-01-20 05:22:00,772.2,76.18
ORD00000157,1,PROD000408,SELL00082,2017-01-19 08:59:00,90.76,76.72
ORD00000157,2,PROD000866,SELL00307,2017-01-18 08:59:00,53.96,72.52
ORD00000157,3,PROD000896,SELL00153,2017-01-19 08:59:00,103.98,29.5
ORD00000158,1,PROD000780,SELL00225,2017-01-21 09:12:00,521.7,22.11
ORD00000158,2,PROD000780,SELL00285,2017-01-16 09:12:00,1089.92,78.49
ORD00000158,3,PROD000358,SELL00493,2017-01-22 09:12:00,509.64,29.03
ORD00000159,1,PROD000439,SELL00466,2017-01-20 09:16:00,384.4,43.84
ORD00000160,1,PROD000921,SELL00340,2017-01-14 10:39:00,398.06,43.76
ORD00000161,1,PROD000575,SELL00209,2017-01-14 12:53:00,1035.96,75.76
ORD00000162,1,PROD000614,SELL00374,2017-01-18 17:11:00,932.31,37.78
ORD00000163,1,PROD000069,SELL00051,2017-01-19 18:26:00,458.26,54.16
ORD00000163,2,PROD000632,SELL00071,2017-01-20 18:26:00,1050.1,68.72
ORD00000164,1,PROD000003,SELL00159,2017-01-20 20:49:00,1049.01,38.58
ORD00000165,1,PROD000512,SELL00317,2017-01-22 22:58:00,438.18,69.06
ORD00000165,2,PROD000049,SELL00403,2017-01-20 22:58:00,935.34,57.58
ORD00000165,3,PROD000860,SELL00004,2017-01-17 22:58:00,835.76,53.22
ORD00000166,1,PROD000801,SELL00420,2017-01-15 00:38:00,997.02,44.33
ORD00000167,1,PROD000105,SELL00214,2017-01-15 02:23:00,183.53,41.46
ORD00000167,2,PROD000880,SELL00409,2017-01-17 02:23:00,761.13,19.72
ORD00000168,1,PROD000179,SELL00057,2017-01-18 03:19:00,233.56,63.83
ORD00000169,1,PROD000179,SELL00298,2017-01-19 03:33:00,983.16,59.94
ORD00000170,1,PROD000392,SELL00450,2017-01-21 03:59:00,1012.65,72.66
ORD00000171,1,PROD000980,SELL00369,2017-01-23 06:44:00,128.67,70.73
ORD00000172,1,PROD000605,SELL00437,2017-01-16 19:06:00,573.48,14.6
ORD00000173,1,PROD000612,SELL00486,2017-01-23 19:58:00,404.64,34.62
ORD00000174,1,PROD000748,SELL00280,2017-01-18 20:34:00,386.08,72.62
ORD00000175,1,PROD000885,SELL00339,2017-01-16 22:19:00,362.55,51.86
ORD00000176,1,PROD000356,SELL00115,2017-01-20 23:54:00,1133.63,74.4
ORD00000177,1,PROD000564,SELL00367,2017-01-17 00:50:00,576.08,56.93
ORD00000178,1,PROD000008,SELL00293,2017-01-17 01:31:00,836.21,12.73
ORD00000179,1,PROD000310,SELL00387,2017-01-17 02:41:00,696.57,25.96
ORD00000180,1,PROD000295,SELL00458,2017-01-22 03:45:00,734.58,25.19
ORD00000181,1,PROD000579,SELL00278,2017-01-16 04:02:00,738.04,14.93
ORD00000181,2,PROD000323,SELL00343,2017-01-21 04:02:00,18.46,56.42
ORD00000182,1,PROD000399,SELL00326,2017-01-23 04:47:00,1021.78,52.53
ORD00000183,1,PROD000986,SELL00138,2017-01-21 05:33:00,87.99,68.98
ORD00000183,2,PROD000632,SELL00252,2017-01-20 05:33:00,449.92,45.43
ORD00000184,1,PROD000298,SELL00184,2017-01-17 05:57:00,726.51,27.62
ORD00000184,2,PROD000017,SELL00367,2017-01-24 05:57:00,370.13,9.2
ORD00000184,3,PROD000927,SELL00151,2017-01-18 05:57:00,979.17,71.1
ORD00000185,1,PROD000949,SELL00487,2017-01-16 07:44:00,497.37,27.54
ORD00000186,1,PROD000561,SELL00227,2017-01-21 08:28:00,221.27,31.68
ORD00000186,2,PROD000319,SELL00062,2017-01-16 08:28:00,411.49,71.86
ORD00000187,1,PROD000469,SELL00190,2017-01-16 09:07:00,1004.37,62.66
ORD00000188,1,PROD000876,SELL00227,2017-01-22 14:01:00,996.65,49.71
ORD00000188,2,PROD000674,SELL00463,2017-01-22 14:01:00,50.11,69.75
ORD00000188,3,PROD000095,SELL00465,2017-01-17 14:01:00,809.45,50.26
ORD00000188,4,PROD000217,SELL00390,2017-01-24 14:01:00,447.58,15.24
ORD00000189,1,PROD000883,SELL00285,2017-01-21 15:04:00,257.9,69.04
ORD00000190,1,PROD000804,SELL00185,2017-01-18 15:28:00,711.74,34.24
ORD00000190,2,PROD000497,SELL00238,2017-01-18 15:28:00,888.42,57.91
ORD00000190,3,PROD000908,SELL00070,2017-01-17 15:28:00,507.79,68.39
ORD00000190,4,PROD000841,SELL00192,2017-01-20 15:28:00,475.57,56.44
ORD00000191,1,PROD000446,SELL00454,2017-01-18 19:17:00,39.7,45.71
ORD00000192,1,PROD000128,SELL00010,2017-01-21 20:01:00,27.76,59.24
ORD00000193,1,PROD000674,SELL00071,2017-01-20 21:15:00,47.14,52.92
ORD00000193,2,PROD000375,SELL00301,2017-01-17 21:15:00,854.54,35.63
ORD00000194,1,PROD000800,SELL00241,2017-01-20 21:30:00,258.51,26.79
ORD00000195,1,PROD000576,SELL00178,2017-01-19 23:51:00,1113.84,55.55
ORD00000195,2,PROD000210,SELL00245,2017-01-20 23:51:00,439.85,70.39
ORD00000196,1,PROD000088,SELL00125,2017-01-25 03:05:00,882.88,60.95
ORD00000197,1,PROD000003,SELL00058,2017-01-18 05:40:00,679.98,14.38
ORD00000198,1,PROD000237,SELL00120,2017-01-19 06:17:00,958.7,51.93
ORD00000199,1,PROD000097,SELL00137,2017-01-24 08:06:00,293.63,27.83
ORD00000200,1,PROD000477,SELL00450,2017-01-24 09:20:00,913.76,15.08
ORD00000201,1,PROD000791,SELL00309,2017-01-25 10:48:00,508.27,25.69
ORD00000202,1,PROD000833,SELL00316,2017-01-18 11:52:00,780.37,68.6
ORD00000203,1,PROD000971,SELL00089,2017-01-25 13:50:00,219.62,11.64
ORD00000204,1,PROD000186,SELL00451,2017-01-21 15:50:00,79.2,28.3
ORD00000204,2,PROD000675,SELL00417,2017-01-18 15:50:00,863.83,70.03
ORD00000204,3,PROD000619,SELL00252,2017-01-25 15:50:00,625.17,71.13
ORD00000205,1,PROD000902,SELL00131,2017-01-17 18:20:00,709.56,42.26
ORD00000206,1,PROD000996,SELL00073,2017-01-18 01:59:00,807.31,32.53
ORD00000206,2,PROD000016,SELL00361,2017-01-26 01:59:00,941.36,53.5
ORD00000207,1,PROD000137,SELL00141,2017-01-19 02:45:00,921.36,43.9
ORD00000208,1,PROD000800,SELL00335,2017-01-19 04:49:00,997.57,78.89
ORD00000209,1,PROD000505,SELL00347,2017-01-21 08:51:00,341.79,26.54
ORD00000210,1,PROD000930,SELL00031,2017-01-25 11:49:00,1009.96,61.2
ORD00000210,2,PROD000588,SELL00088,2017-01-19 11:49:00,408.53,66.09
ORD00000210,3,PROD000510,SELL00115,2017-01-26 11:49:00,279.21,74.36
ORD00000210,4,PROD000118,SELL00120,2017-01-20 11:49:00,499.08,19.76
ORD00000211,1,PROD000644,SELL00450,2017-01-25 12:11:00,411.59,19.23
ORD00000212,1,PROD000567,SELL00189,2017-01-19 15:12:00,1199.16,37.09
ORD00000213,1,PROD000976,SELL00232,2017-01-20 23:15:00,25.3,11.86
ORD00000214,1,PROD000141,SELL00484,2017-01-19 00:18:00,140.34,17.56
ORD00000215,1,PROD000794,SELL00337,2017-01-24 00:44:00,462.33,28.48
ORD00000216,1,PROD000219,SELL00200,2017-01-20 02:29:00,195.55,49.4
ORD00000217,1,PROD000252,SELL00455,2017-01-20 03:12:00,872.64,11.16
ORD00000217,2,PROD000108,SELL00123,2017-01-25 03:12:00,335.97,74.53
ORD00000218,1,PROD000706,SELL00452,2017-01-21 03:30:00,987.27,31.49
ORD00000219,1,PROD000085,SELL00432,2017-01-23 04:21:00,992.93,28.54
ORD00000219,2,PROD000365,SELL00140,2017-01-23 04:21:00,807.29,59.95
ORD00000220,1,PROD000450,SELL00073,2017-01-21 04:45:00,431.88,41.57
ORD00000220,2,PROD000675,SELL00461,2017-01-23 04:45:00,919.81,28.8
ORD00000221,1,PROD000314,SELL00065,2017-01-24 06:27:00,819.48,40.24
ORD00000221,2,PROD000422,SELL00119,2017-01-23 06:27:00,689.27,50.25
ORD00000222,1,PROD000334,SELL00052,2017-01-23 12:30:00,1049.5,29.68
ORD00000222,2,PROD000431,SELL00356,2017-01-27 12:30:00,964.14,42.92
ORD00000223,1,PROD000300,SELL00379,2017-01-27 16:28:00,392.07,30.83
ORD00000224,1,PROD000547,SELL00342,2017-01-24 17:42:00,959.7,29.46
ORD00000224,2,PROD000886,SELL00009,2017-01-19 17:42:00,1063.46,51.95
ORD00000225,1,PROD000085,SELL00244,2017-01-20 19:50:00,1115.19,29.15
ORD00000226,1,PROD000611,SELL00051,2017-01-26 19:59:00,280.21,39.45
