review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV00000140,ORD00000141,4,,"Muito bom, recomendo!",2017-01-20 07:01:00,2017-02-05 07:01:00
REV00000141,ORD00000142,5,,Ótima qualidade,2017-02-01 07:54:00,2017-01-30 07:54:00
REV00000142,ORD00000143,5,,,2017-02-10 10:06:00,2017-02-15 10:06:00
REV00000143,ORD00000144,5,,Ótima qualidade,2017-01-24 10:10:00,2017-02-04 10:10:00
REV00000144,ORD00000145,1,,Demorou muito,2017-01-26 11:14:00,2017-02-12 11:14:00
REV00000145,ORD00000146,3,,Produto razoável,2017-01-24 13:43:00,2017-01-30 13:43:00
REV00000146,ORD00000147,5,,Produto excelente!,2017-02-02 13:52:00,2017-01-23 13:52:00
REV00000147,ORD00000148,5,,Produto excelente!,2017-02-07 14:54:00,2017-02-03 14:54:00
REV00000148,ORD00000149,1,,Não veio conforme descrito,2017-01-19 20:44:00,2017-02-13 20:44:00
REV00000149,ORD00000150,5,,"Muito bom, recomendo!",2017-02-03 22:38:00,2017-01-20 22:38:00
REV00000150,ORD00000151,4,,Ótima qualidade,2017-02-06 00:38:00,2017-01-27 00:38:00
REV00000151,ORD00000152,4,,Chegou antes do prazo,2017-01-23 00:47:00,2017-02-13 00:47:00
REV00000152,ORD00000153,5,,,2017-01-21 01:18:00,2017-02-09 01:18:00
REV00000153,ORD00000154,5,,"Perfeito, gostei muito",2017-01-29 02:31:00,2017-02-16 02:31:00
REV00000154,ORD00000155,4,,,2017-01-25 03:09:00,2017-02-03 03:09:00
REV00000155,ORD00000156,5,,,2017-01-23 05:22:00,2017-01-27 05:22:00
REV00000156,ORD00000157,5,,"Muito bom, recomendo!",2017-01-25 08:59:00,2017-02-04 08:59:00
REV00000157,ORD00000158,5,,,2017-01-21 09:12:00,2017-01-30 09:12:00
REV00000158,ORD00000159,5,,Produto excelente!,2017-01-24 09:16:00,2017-02-08 09:16:00
REV00000159,ORD00000160,1,,Produto com defeito,2017-01-29 10:39:00,2017-02-13 10:39:00
REV00000160,ORD00000161,1,,,2017-01-22 12:53:00,2017-02-12 12:53:00
REV00000161,ORD00000162,5,,,2017-01-22 17:11:00,2017-01-23 17:11:00
REV00000162,ORD00000163,5,,"Muito bom, recomendo!",2017-02-03 18:26:00,2017-01-27 18:26:00
REV00000163,ORD00000164,1,,Demorou muito,2017-01-19 20:49:00,2017-01-23 20:49:00
REV00000164,ORD00000165,5,,Produto excelente!,2017-01-27 22:58:00,2017-02-13 22:58:00
REV00000165,ORD00000166,5,,,2017-01-27 00:38:00,2017-01-22 00:38:00
REV00000166,ORD00000167,5,,,2017-01-31 02:23:00,2017-02-17 02:23:00
REV00000167,ORD00000168,5,,Ótima qualidade,2017-02-01 03:19:00,2017-02-11 03:19:00
REV00000168,ORD00000169,5,,"Muito bom, recomendo!",2017-01-26 03:33:00,2017-02-13 03:33:00
REV00000169,ORD00000170,3,,Normal,2017-01-25 03:59:00,2017-02-02 03:59:00
REV00000170,ORD00000171,5,,Produto excelente!,2017-02-08 06:44:00,2017-01-23 06:44:00
REV00000171,ORD00000172,3,,"Ok, dentro do esperado",2017-01-21 19:06:00,2017-02-14 19:06:00
REV00000172,ORD00000173,5,,"Perfeito, gostei muito",2017-01-29 19:58:00,2017-02-01 19:58:00
REV00000173,ORD00000174,5,,,2017-01-31 20:34:00,2017-01-29 20:34:00
REV00000174,ORD00000175,3,,Normal,2017-02-07 22:19:00,2017-02-17 22:19:00
REV00000175,ORD00000176,1,,Péssima qualidade,2017-02-09 23:54:00,2017-01-30 23:54:00
REV00000176,ORD00000177,3,,"Ok, dentro do esperado",2017-02-01 00:50:00,2017-02-01 00:50:00
REV00000177,ORD00000178,5,,"Muito bom, recomendo!",2017-02-04 01:31:00,2017-01-31 01:31:00
REV00000178,ORD00000179,3,,"Ok, dentro do esperado",2017-01-28 02:41:00,2017-01-22 02:41:00
REV00000179,ORD00000180,4,,,2017-02-10 03:45:00,2017-02-12 03:45:00
REV00000180,ORD00000181,5,,Produto excelente!,2017-02-11 04:02:00,2017-01-28 04:02:00
REV00000181,ORD00000182,4,,"Perfeito, gostei muito",2017-02-09 04:47:00,2017-02-14 04:47:00
REV00000182,ORD00000183,5,,"Muito bom, recomendo!",2017-02-04 05:33:00,2017-02-11 05:33:00
REV00000183,ORD00000184,5,,,2017-02-09 05:57:00,2017-02-02 05:57:00
REV00000184,ORD00000185,5,,Ótima qualidade,2017-02-09 07:44:00,2017-02-04 07:44:00
REV00000185,ORD00000186,4,,Chegou antes do prazo,2017-01-30 08:28:00,2017-02-12 08:28:00
REV00000186,ORD00000187,5,,Produto excelente!,2017-01-28 09:07:00,2017-02-03 09:07:00
REV00000187,ORD00000188,5,,,2017-01-22 14:01:00,2017-02-08 14:01:00
REV00000188,ORD00000189,5,,"Muito bom, recomendo!",2017-01-28 15:04:00,2017-01-22 15:04:00
REV00000189,ORD00000190,5,,,2017-02-04 15:28:00,2017-02-15 15:28:00
REV00000190,ORD00000191,5,,Chegou antes do prazo,2017-01-28 19:17:00,2017-01-25 19:17:00
REV00000191,ORD00000192,5,,,2017-02-06 20:01:00,2017-01-26 20:01:00
REV00000192,ORD00000193,1,,Demorou muito,2017-01-29 21:15:00,2017-02-02 21:15:00
REV00000193,ORD00000194,5,,,2017-02-12 21:30:00,2017-02-01 21:30:00
REV00000194,ORD00000195,5,,"Perfeito, gostei muito",2017-01-23 23:51:00,2017-01-27 23:51:00
REV00000195,ORD00000196,5,,Ótima qualidade,2017-02-13 03:05:00,2017-01-29 03:05:00
REV00000196,ORD00000197,5,,Chegou antes do prazo,2017-02-01 05:40:00,2017-01-25 05:40:00
REV00000197,ORD00000198,3,,,2017-01-29 06:17:00,2017-01-26 06:17:00
REV00000198,ORD00000199,4,,Chegou antes do prazo,2017-02-04 08:06:00,2017-01-25 08:06:00
REV00000199,ORD00000200,4,,"Perfeito, gostei muito",2017-02-12 09:20:00,2017-02-07 09:20:00
REV00000200,ORD00000201,2,,Demorou muito,2017-01-31 10:48:00,2017-01-31 10:48:00
REV00000201,ORD00000202,5,,,2017-01-29 11:52:00,2017-02-09 11:52:00
REV00000202,ORD00000203,5,,,2017-02-01 13:50:00,2017-02-01 13:50:00
REV00000203,ORD00000204,5,,"Muito bom, recomendo!",2017-02-12 15:50:00,2017-02-04 15:50:00
REV00000204,ORD00000205,5,,,2017-01-24 18:20:00,2017-02-02 18:20:00
REV00000205,ORD00000206,1,,Demorou muito,2017-02-13 01:59:00,2017-02-12 01:59:00
REV00000206,ORD00000207,5,,Produto excelente!,2017-01-25 02:45:00,2017-02-09 02:45:00
REV00000207,ORD00000208,5,,"Muito bom, recomendo!",2017-01-26 04:49:00,2017-02-07 04:49:00
REV00000208,ORD00000209,5,,Produto excelente!,2017-02-14 08:51:00,2017-02-18 08:51:00
REV00000209,ORD00000210,2,,Produto com defeito,2017-02-03 11:49:00,2017-02-01 11:49:00
REV00000210,ORD00000211,2,,Não veio conforme descrito,2017-02-12 12:11:00,2017-02-11 12:11:00
REV00000211,ORD00000212,4,,,2017-02-04 15:12:00,2017-02-02 15:12:00
REV00000212,ORD00000213,5,,Produto excelente!,2017-01-27 23:15:00,2017-02-03 23:15:00
REV00000213,ORD00000214,4,,Chegou antes do prazo,2017-02-02 00:18:00,2017-02-04 00:18:00
REV00000214,ORD00000215,5,,,2017-01-29 00:44:00,2017-01-26 00:44:00
REV00000215,ORD00000216,5,,Chegou antes do prazo,2017-01-24 02:29:00,2017-02-20 02:29:00
REV00000216,ORD00000217,5,,Chegou antes do prazo,2017-01-24 03:12:00,2017-01-28 03:12:00
REV00000217,ORD00000218,4,,,2017-01-30 03:30:00,2017-02-18 03:30:00
REV00000218,ORD00000219,5,,"Perfeito, gostei muito",2017-02-12 04:21:00,2017-02-09 04:21:00
REV00000219,ORD00000220,5,,"Muito bom, recomendo!",2017-02-01 04:45:00,2017-02-05 04:45:00
REV00000220,ORD00000221,1,,Péssima qualidade,2017-02-10 06:27:00,2017-02-17 06:27:00
REV00000221,ORD00000222,5,,Produto excelente!,2017-02-14 12:30:00,2017-02-21 12:30:00
REV00000222,ORD00000223,5,,Chegou antes do prazo,2017-02-02 16:28:00,2017-01-25 16:28:00
REV00000223,ORD00000224,5,,Chegou antes do prazo,2017-02-07 17:42:00,2017-02-10 17:42:00
REV00000224,ORD00000225,5,,"Muito bom, recomendo!",2017-02-11 19:50:00,2017-01-30 19:50:00
REV00000225,ORD00000226,5,,"Perfeito, gostei muito",2017-01-28 19:59:00,2017-02-10 19:59:00
REV00000226,ORD00000227,5,,"Muito bom, recomendo!",2017-02-09 20:35:00,2017-02-09 20:35:00
REV00000227,ORD00000228,5,,Produto excelente!,2017-01-30 22:28:00,2017-02-09 22:28:00
REV00000228,ORD00000229,1,,Péssima qualidade,2017-02-09 03:03:00,2017-02-15 03:03:00
REV00000229,ORD00000230,3,,,2017-02-12 05:05:00,2017-02-13 05:05:00
REV00000230,ORD00000231,4,,,2017-02-11 07:39:00,2017-02-11 07:39:00
REV00000231,ORD00000232,5,,Produto excelente!,2017-02-12 08:19:00,2017-01-29 08:19:00
REV00000232,ORD00000233,4,,,2017-02-08 09:44:00,2017-02-22 09:44:00
REV00000233,ORD00000234,5,,Ótima qualidade,2017-02-14 10:53:00,2017-02-02 10:53:00
REV00000234,ORD00000235,4,,"Perfeito, gostei muito",2017-02-13 11:24:00,2017-01-31 11:24:00
REV00000235,ORD00000236,1,,Produto com defeito,2017-01-28 13:05:00,2017-02-16 13:05:00
REV00000236,ORD00000237,1,,,2017-02-13 14:12:00,2017-01-28 14:12:00
REV00000237,ORD00000238,1,,Não veio conforme descrito,2017-01-25 14:53:00,2017-02-13 14:53:00
REV00000238,ORD00000239,1,,Péssima qualidade,2017-02-10 15:13:00,2017-02-05 15:13:00
REV00000239,ORD00000240,5,,,2017-02-02 18:12:00,2017-02-14 18:12:00
REV00000240,ORD00000241,5,,Ótima qualidade,2017-01-31 18:17:00,2017-02-03 18:17:00
REV00000241,ORD00000242,5,,"Perfeito, gostei muito",2017-02-15 18:43:00,2017-02-04 18:43:00
REV00000242,ORD00000243,1,,Péssima qualidade,2017-02-15 22:52:00,2017-02-03 22:52:00
REV00000243,ORD00000244,5,,"Perfeito, gostei muito",2017-02-14 00:34:00,2017-02-04 00:34:00
REV00000244,ORD00000245,5,,,2017-02-14 03:06:00,2017-02-18 03:06:00
REV00000245,ORD00000246,5,,Ótima qualidade,2017-02-11 09:32:00,2017-01-28 09:32:00
REV00000246,ORD00000247,4,,"Perfeito, gostei muito",2017-01-28 11:54:00,2017-02-23 11:54:00
REV00000247,ORD00000248,4,,,2017-01-27 17:30:00,2017-02-07 17:30:00
REV00000248,ORD00000249,5,,Chegou antes do prazo,2017-02-04 19:52:00,2017-02-08 19:52:00
REV00000249,ORD00000250,5,,,2017-02-03 20:50:00,2017-01-29 20:50:00
REV00000250,ORD00000251,5,,"Perfeito, gostei muito",2017-02-18 21:41:00,2017-02-09 21:41:00
REV00000251,ORD00000252,1,,Não veio conforme descrito,2017-02-06 23:03:00,2017-02-07 23:03:00
REV00000252,ORD00000253,3,,Normal,2017-02-09 03:18:00,2017-02-17 03:18:00
REV00000253,ORD00000254,5,,Ótima qualidade,2017-01-30 03:55:00,2017-01-29 03:55:00
REV00000254,ORD00000255,5,,Ótima qualidade,2017-01-27 04:21:00,2017-01-31 04:21:00
REV00000255,ORD00000256,5,,Produto excelente!,2017-01-29 06:51:00,2017-02-13 06:51:00
REV00000256,ORD00000257,5,,,2017-02-01 10:37:00,2017-02-04 10:37:00
REV00000257,ORD00000258,5,,,2017-02-05 14:09:00,2017-02-18 14:09:00
REV00000258,ORD00000259,3,,Produto razoável,2017-02-13 17:57:00,2017-02-15 17:57:00
REV00000259,ORD00000260,1,,,2017-02-02 18:05:00,2017-02-17 18:05:00
REV00000260,ORD00000261,5,,Produto excelente!,2017-02-14 20:07:00,2017-02-11 20:07:00
REV00000261,ORD00000262,5,,,2017-02-08 22:14:00,2017-02-22 22:14:00
REV00000262,ORD00000263,4,,Ótima qualidade,2017-02-12 02:34:00,2017-02-22 02:34:00
REV00000263,ORD00000264,5,,Chegou antes do prazo,2017-01-31 02:53:00,2017-02-19 02:53:00
REV00000264,ORD00000265,5,,,2017-02-04 04:51:00,2017-02-01 04:51:00
REV00000265,ORD00000266,5,,Chegou antes do prazo,2017-02-09 06:25:00,2017-02-01 06:25:00
REV00000266,ORD00000267,2,,,2017-02-19 12:57:00,2017-02-05 12:57:00
REV00000267,ORD00000268,1,,Decepcionante,2017-02-06 15:27:00,2017-02-10 15:27:00
REV00000268,ORD00000269,5,,,2017-02-11 15:42:00,2017-01-30 15:42:00
REV00000269,ORD00000270,5,,Produto excelente!,2017-02-05 16:06:00,2017-02-20 16:06:00
REV00000270,ORD00000271,5,,,2017-02-10 16:17:00,2017-02-06 16:17:00
REV00000271,ORD00000272,1,,Produto com defeito,2017-02-15 18:21:00,2017-02-15 18:21:00
REV00000272,ORD00000273,5,,Produto excelente!,2017-02-13 18:44:00,2017-01-31 18:44:00
REV00000273,ORD00000274,5,,Ótima qualidade,2017-02-06 19:03:00,2017-02-05 19:03:00
REV00000274,ORD00000275,5,,"Muito bom, recomendo!",2017-01-31 20:52:00,2017-02-01 20:52:00
REV00000275,ORD00000276,5,,Produto excelente!,2017-02-04 04:26:00,2017-02-06 04:26:00
REV00000276,ORD00000277,5,,,2017-02-01 10:15:00,2017-02-23 10:15:00
REV00000277,ORD00000278,5,,Produto excelente!,2017-02-10 12:05:00,2017-02-14 12:05:00
REV00000278,ORD00000279,5,,Chegou antes do prazo,2017-02-10 13:51:00,2017-02-15 13:51:00
REV00000279,ORD00000280,5,,Produto excelente!,2017-02-04 15:32:00,2017-02-24 15:32:00
REV00000280,ORD00000281,5,,Ótima qualidade,2017-02-18 16:32:00,2017-02-10 16:32:00
REV00000281,ORD00000282,5,,Produto excelente!,2017-01-31 16:56:00,2017-02-06 16:56:00
